155.77,155.10
155.77,155.10
155.76,155.10
155.76,155.10
155.75,155.10
155.75,155.10
155.74,155.10
155.74,155.10
155.73,155.10
155.73,155.10
155.72,155.10
155.72,155.10
155.71,155.10
155.71,155.10
155.70,155.10
155.70,155.10
155.69,155.10
155.69,155.10
155.68,155.10
155.68,155.10
155.67,155.10
155.67,155.10
155.66,155.10
155.66,155.10
155.65,155.10
155.65,155.10
155.64,155.10
155.64,155.10
155.63,155.10
155.63,155.10
155.62,155.10
155.62,155.10
155.61,155.10
155.61,155.10
155.60,155.10
155.60,155.10
